Title,Rating,Oscars,Total Nominations and Awards,Director,Gross,MPAA Rating,Users Reviews Count,Critics Reviews Count,Ratings Number
The Grand Budapest Hotel (2014),8.1,Won 4 Oscars,134 wins & 226 nominations total,Wes Anderson,"Mar 9, 2014",R,980,579,755K
The Omen (1976),7.5,Won 1 Oscar,5 wins & 8 nominations total,Richard Donner,"$60,922,980",R,399,146,114K
Million Dollar Baby (2004),8.1,Won 4 Oscars,67 wins & 86 nominations total,Clint Eastwood,"$216,763,646",PG-13,1.2K,270,662K
The Bourne Identity (2002),7.9,Awards,3 wins & 6 nominations,Doug Liman,"$214,034,224",PG-13,961,255,528K
True Romance (1993),7.9,Awards,1 win & 10 nominations,Tony Scott,"$13,088,850",R,585,152,219K
The Silence of the Lambs (1991),8.6,Won 5 Oscars,69 wins & 51 nominations total,Jonathan Demme,"$272,742,922",R,1.4K,246,1.3M
The Butterfly Effect (2004),7.6,Awards,1 win & 8 nominations,Eric Bress,"$96,822,421",R,1.2K,180,470K
Rocky (1976),8.1,Won 3 Oscars,20 wins & 22 nominations total,John G. Avildsen,"$117,250,382",PG,765,196,545K
The Graduate (1967),8.0,Won 1 Oscar,21 wins & 21 nominations total,Mike Nichols,"$105,015,008",PG,806,197,265K
Fight Club (1999),8.8,Nominated for 1 Oscar,11 wins & 38 nominations total,David Fincher,"$101,209,702",R,4.1K,384,2M
Unforgiven (1992),8.2,Won 4 Oscars,50 wins & 47 nominations total,Clint Eastwood,"$159,157,447",R,656,138,395K
Mystic River (2003),7.9,Won 2 Oscars,56 wins & 144 nominations total,Clint Eastwood,"$156,595,191",R,1.1K,225,440K
The Bridge on the River Kwai (1957),8.1,Won 7 Oscars,30 wins & 8 nominations total,David Lean,"$27,200,000",PG,360,105,213K
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),8.4,Nominated for 4 Oscars,14 wins & 11 nominations total,Stanley Kubrick,"Jul 17, 1994",PG,1K,236,471K
Casino (1995),8.2,Nominated for 1 Oscar,4 wins & 11 nominations total,Martin Scorsese,"$116,112,375",R,705,123,493K
Deliverance (1972),7.7,Nominated for 3 Oscars,3 wins & 15 nominations total,John Boorman,"$4,534",R,430,146,104K
Touch of Evil (1958),8.0,Awards,7 wins & 1 nomination,Orson Welles,"Sep 13, 1998",PG-13,342,126,102K
Seppuku (1962),8.6,Awards,9 wins & 2 nominations,Masaki Kobayashi,"$15,222",Not Rated,279,83,50K
WALL·E (2008),8.4,Won 1 Oscar,93 wins & 95 nominations total,Andrew Stanton,"$521,311,890",G,1.4K,273,1.1M
Misery (1990),7.8,Won 1 Oscar,5 wins & 10 nominations total,Rob Reiner,"$61,277,271",R,454,181,198K
Mississippi Burning (1988),7.8,Won 1 Oscar,17 wins & 24 nominations total,Alan Parker,"$34,603,943",R,224,75,96K
The Untouchables (1987),7.9,Won 1 Oscar,11 wins & 16 nominations total,Brian De Palma,"$76,270,454",R,570,145,297K
Mononoke-hime (1997),8.4,Awards,13 wins & 6 nominations,Hayao Miyazaki,"$169,785,704",PG-13,766,211,369K
Dances with Wolves (1990),8.0,Won 7 Oscars,51 wins & 38 nominations total,Kevin Costner,"$424,208,848",PG-13,514,88,252K
Tootsie (1982),7.4,Won 1 Oscar,25 wins & 30 nominations total,Sydney Pollack,"$177,200,000",PG,262,100,103K
Groundhog Day (1993),8.0,Awards,7 wins & 17 nominations total,Harold Ramis,"$71,074,049",PG,851,138,599K
Safety Last! (1923),8.1,Awards,1 win & 1 nomination,Fred C. Newmeyer,"$121,000 (estimated)",Not Rated,105,85,20K
Shichinin no samurai (1954),8.6,Nominated for 2 Oscars,5 wins & 8 nominations total,Akira Kurosawa,"$346,258",Not Rated,779,124,332K
The Birds (1963),7.7,Nominated for 1 Oscar,5 wins & 7 nominations total,Alfred Hitchcock,"$53,647",PG-13,599,182,181K
Vertigo (1958),8.3,Nominated for 2 Oscars,8 wins & 7 nominations total,Alfred Hitchcock,"Mar 18, 2018",PG,978,197,386K
Kill Bill: Vol. 1 (2003),8.1,Awards,29 wins & 103 nominations total,Quentin Tarantino,"$180,906,076",R,2.3K,341,1.1M
Raging Bull (1980),8.2,Won 2 Oscars,24 wins & 28 nominations total,Martin Scorsese,"$23,402,427",R,644,154,338K
Hotaru no haka (1988),8.5,Awards,3 wins,Isao Takahata,"$516,962",Not Rated,875,135,256K
Lion of the Desert (1980),8.3,Awards,3 wins,Isao Takahata,"$35,000,000 (estimated)",Not Rated,875,135,256K
The Assassination of Jesse James by the Coward Robert Ford (2007),7.5,Nominated for 2 Oscars,26 wins & 70 nominations total,Andrew Dominik,"$15,001,776",R,504,282,176K
Dead Man (1995),7.6,Awards,5 wins & 14 nominations,Jim Jarmusch,"$1,037,847",R,363,119,94K
North by Northwest (1959),8.3,Nominated for 3 Oscars,8 wins & 10 nominations total,Alfred Hitchcock,"$75,591",Approved,676,185,315K
Lawrence of Arabia (1962),8.3,Won 7 Oscars,31 wins & 14 nominations total,David Lean,"Sep 22, 2002",Approved,725,161,282K
The Sixth Sense (1999),8.1,Nominated for 6 Oscars,37 wins & 56 nominations total,M. Night Shyamalan,"$672,806,432",PG-13,2.3K,270,949K
La ciociara (1960),7.8,Won 1 Oscar,11 wins & 3 nominations total,Vittorio De Sica,"$14,062",Not Rated,55,38,11K
Lord of War (2005),7.6,Awards,2 wins & 3 nominations,Andrew Niccol,"$72,617,068",R,503,157,305K
El orfanato (2007),7.4,Awards,32 wins & 43 nominations,J.A. Bayona,"$78,638,987",R,359,318,152K
A Clockwork Orange (1971),8.3,Nominated for 4 Oscars,12 wins & 24 nominations total,Stanley Kubrick,"$26,904,636",X,1.6K,198,792K
Apollo 13 (1995),7.6,Won 2 Oscars,28 wins & 59 nominations total,Ron Howard,"$355,237,933",PG,429,166,283K
Spartacus (1960),7.9,Won 4 Oscars,12 wins & 11 nominations total,Stanley Kubrick,"Apr 28, 1991",PG-13,349,133,131K
First Blood (1982),7.7,Awards,1 win & 2 nominations,Ted Kotcheff,"$125,212,904",R,527,208,240K
The Fugitive (1993),7.8,Won 1 Oscar,13 wins & 37 nominations total,Andrew Davis,"$368,875,760",PG-13,373,116,282K
Butch Cassidy and the Sundance Kid (1969),8.0,Won 4 Oscars,21 wins & 15 nominations total,George Roy Hill,"$102,310,697",PG,455,114,210K
Der Name der Rose (1986),7.7,Awards,17 wins & 6 nominations total,Jean-Jacques Annaud,"$7,153,487",R,188,80,106K
Jagten (2012),8.3,Nominated for 1 Oscar,38 wins & 73 nominations total,Thomas Vinterberg,"$15,843,274",R,513,383,308K
Suna no onna (1964),8.5,Nominated for 2 Oscars,10 wins & 3 nominations total,Hiroshi Teshigahara,Woman in the Dunes,Not Rated,96,111,19K
The Sting (1973),8.3,Won 7 Oscars,18 wins & 6 nominations total,George Roy Hill,"$156,000,000",PG,333,140,252K
Dial M for Murder (1954),8.2,Awards,5 wins & 3 nominations total,Alfred Hitchcock,"$18,924",PG,394,113,168K
Heat (1995),8.2,Awards,14 nominations,Michael Mann,"$187,436,818",R,1.2K,225,615K
Dogville (2003),8.0,Awards,21 wins & 33 nominations,Lars von Trier,"Mar 28, 2004",R,666,159,144K
Sweet Smell of Success (1957),8.0,Awards,3 wins & 4 nominations total,Alexander Mackendrick,"$7,704",Approved,173,138,30K
Dog Day Afternoon (1975),8.0,Won 1 Oscar,14 wins & 21 nominations total,Sidney Lumet,"$50,000,000",R,348,93,248K
Cool Hand Luke (1967),8.1,Won 1 Oscar,4 wins & 10 nominations total,Stuart Rosenberg,"$3,200,000 (estimated)",GP,374,137,171K
Rebecca (1940),8.1,Won 2 Oscars,7 wins & 10 nominations total,Alfred Hitchcock,"$72,275",Approved,383,216,132K
Mad Max 2 (1981),7.6,Awards,8 wins & 10 nominations,George Miller,"$23,668,369",R,378,216,174K
Anatomy of a Murder (1959),8.0,Nominated for 7 Oscars,12 wins & 19 nominations total,Otto Preminger,"$11,900,000",Not Rated,256,127,64K
Le trou (1960),8.5,Awards,2 wins & 4 nominations total,Jacques Becker,"$34,588",Not Rated,60,62,17K
Sunset Blvd. (1950),8.4,Won 3 Oscars,18 wins & 20 nominations total,Billy Wilder,"$300,073",Passed,667,192,213K
Bound by Honor (1993),8.0,Awards,2 nominations,Taylor Hackford,"$4,496,583",R,142,17,30K
The Wicker Man (1973),7.5,Awards,2 wins & 6 nominations,Robin Hardy,"Sep 29, 2013",R,558,189,77K
In the Name of the Father (1993),8.1,Nominated for 7 Oscars,7 wins & 41 nominations total,Jim Sheridan,"$65,796,862",R,206,64,167K
Lola rennt (1998),7.7,Awards,28 wins & 21 nominations total,Tom Tykwer,"$7,267,585",R,761,203,195K
12 Years a Slave (2013),8.1,Won 3 Oscars,242 wins & 336 nominations total,Steve McQueen,"$187,733,202",R,941,491,670K
Dersu Uzala (1975),8.3,Won 1 Oscar,8 wins & 2 nominations total,Akira Kurosawa,"$14,480",G,101,54,26K
Ying xiong (2002),7.9,Nominated for 1 Oscar,46 wins & 48 nominations total,Yimou Zhang,"$177,395,557",PG-13,888,158,178K
On the Waterfront (1954),8.1,Won 8 Oscars,30 wins & 9 nominations total,Elia Kazan,1.66 : 1,Approved,369,173,150K
Witness (1985),7.4,Won 2 Oscars,13 wins & 25 nominations total,Peter Weir,"$68,706,993",R,234,109,91K
Paths of Glory (1957),8.4,Awards,7 wins & 4 nominations total,Stanley Kubrick,"$935,000 (estimated)",Approved,474,171,189K
Modern Times (1936),8.5,Awards,4 wins & 1 nomination,Charles Chaplin,"$457,902",G,333,121,231K
Double Indemnity (1944),8.3,Nominated for 7 Oscars,2 wins & 9 nominations total,Billy Wilder,"$14,190",Passed,437,157,151K
Miller's Crossing (1990),7.7,Awards,4 wins & 16 nominations,Joel Coen,"$5,080,409",R,368,159,132K
Malcolm X (1992),7.7,Nominated for 2 Oscars,19 wins & 24 nominations total,Spike Lee,"$48,169,910",PG-13,205,87,91K
Goya's Ghosts (2006),6.9,Awards,2 wins & 5 nominations,Milos Forman,"$9,448,082",R,117,101,30K
Voskhozhdenie (1977),8.3,Awards,4 nominations,Larisa Shepitko,The Ascent,R,117,101,30K
The Message (1976),8.2,Nominated for 1 Oscar,1 nomination total,Moustapha Akkad,"$10,000,000 (estimated)",PG,169,24,46K
The Lord of the Rings: The Fellowship of the Ring (2001),8.8,Won 4 Oscars,120 wins & 126 nominations total,Peter Jackson,"$897,690,072",PG-13,5.5K,201,1.7M
City Lights (1931),8.5,Awards,3 wins,Charles Chaplin,"$47,017",G,318,130,178K
Das Cabinet des Dr. Caligari (1920),8.1,Awards,1 win & 1 nomination,Robert Wiene,"$8,811",Not Rated,256,180,61K
Un condamné à mort s'est échappé ou Le vent souffle où il veut (1956),8.3,Awards,4 wins & 3 nominations total,Robert Bresson,A Man Escaped or: The Wind Bloweth Where It Listeth,Not Rated,80,110,21K
Oldeuboi (2003),8.4,Awards,40 wins & 20 nominations,Park Chan-Wook,"$15,189,934",R,1.1K,347,547K
Star Wars: Episode VI - Return of the Jedi (1983),8.3,Won 1 Oscar,22 wins & 20 nominations total,Richard Marquand,"May 29, 1983",PG,919,211,995K
Underground (1995),8.1,Awards,8 wins & 11 nominations,Emir Kusturica,"$171,082",Not Rated,152,50,57K
Vivre sa vie: Film en douze tableaux (1962),8.0,Awards,3 wins & 1 nomination,Jean-Luc Godard,"$24,517",Not Rated,66,111,30K
Laura (1944),8.0,Won 1 Oscar,5 wins & 4 nominations total,Otto Preminger,$151,Passed,301,134,45K
A Nightmare on Elm Street (1984),7.5,Awards,4 wins & 6 nominations,Wes Craven,"$25,565,347",R,882,241,224K
The Grapes of Wrath (1940),8.1,Won 2 Oscars,10 wins & 5 nominations total,John Ford,"$800,000 (estimated)",Passed,371,104,90K
Strangers on a Train (1951),8.0,Nominated for 1 Oscar,2 wins & 2 nominations total,Alfred Hitchcock,"$1,494",PG,359,126,130K
Stranger Than Paradise (1984),7.5,Awards,9 wins & 3 nominations,Jim Jarmusch,"$2,436,000",R,128,76,37K
Out of the Past (1947),8.0,Awards,1 win,Jacques Tourneur,Build My Gallows High,Not Rated,262,153,35K
Pred dozhdot (1994),8.0,Nominated for 1 Oscar,30 wins & 5 nominations total,Milcho Manchevski,"$763,847",Not Rated,76,21,15K
Picnic at Hanging Rock (1975),7.5,Awards,4 wins & 12 nominations total,Peter Weir,"$82,361",PG,256,176,36K
Sleuth (1972),8.0,Nominated for 4 Oscars,5 wins & 11 nominations total,Joseph L. Mankiewicz,Mord mit kleinen Fehlern,PG,174,63,47K
Saw (2004),7.6,Awards,8 wins & 10 nominations,James Wan,"$103,911,669",R,1.6K,237,401K
Vozvrashchenie (2003),8.0,Awards,33 wins & 19 nominations,Andrey Zvyagintsev,"$8,482,993",Not Rated,203,116,45K
Mystery Train (1989),7.6,Awards,1 win & 8 nominations,Jim Jarmusch,"$1,544,973",R,64,63,27K
It Happened One Night (1934),8.1,Won 5 Oscars,11 wins & 2 nominations total,Frank Capra,"$325,000 (estimated)",Passed,326,126,100K
Gran Torino (2008),8.1,Awards,21 wins & 22 nominations,Clint Eastwood,"$269,958,228",R,1K,378,747K
Angel Heart (1987),7.3,Awards,2 wins & 4 nominations,Alan Parker,"$17,186,348",X,295,151,85K
"They Shoot Horses, Don't They? (1969)",7.9,Won 1 Oscar,10 wins & 25 nominations total,Sydney Pollack,"$12,600,000",M,118,65,19K
Citizen Kane (1941),8.3,Won 1 Oscar,11 wins & 13 nominations total,Orson Welles,"$1,603,237",PG,1.5K,273,426K
Goodfellas (1990),8.7,Won 1 Oscar,44 wins & 38 nominations total,Martin Scorsese,"$46,963,277",R,1.4K,155,1.1M
La strada (1954),8.0,Won 1 Oscar,12 wins & 5 nominations total,Federico Fellini,"$17,923",Not Rated,165,119,61K
The Godfather: Part II (1974),9.0,Won 6 Oscars,17 wins & 20 nominations total,Francis Ford Coppola,"$48,035,783",R,1.2K,190,1.2M
12 Angry Men (1957),9.0,Nominated for 3 Oscars,17 wins & 13 nominations total,Sidney Lumet,$955,Approved,1.8K,160,738K
The Last of the Mohicans (1992),7.7,Won 1 Oscar,7 wins & 17 nominations total,Michael Mann,"$75,505,856",R,493,91,161K
Die Welle (2008),7.6,Awards,9 wins & 8 nominations,Dennis Gansel,"$32,350,637",Not Rated,130,102,106K
Atonement (2007),7.8,Won 1 Oscar,51 wins & 149 nominations total,Joe Wright,"$131,016,624",R,703,312,266K
Schindler's List (1993),8.9,Won 7 Oscars,91 wins & 49 nominations total,Steven Spielberg,"Dec 19, 1993",R,2K,170,1.3M
Nikita (1990),7.3,Awards,6 wins & 17 nominations,Luc Besson,"$5,017,971",R,179,92,70K
Chicago (2002),7.2,Won 6 Oscars,57 wins & 129 nominations total,Rob Marshall,"$306,776,732",PG-13,1K,224,223K
Taken (2008),7.8,Awards,2 wins & 2 nominations,Pierre Morel,"$226,837,760",PG-13,1.1K,278,584K
Up (2009),8.2,Won 2 Oscars,79 wins & 87 nominations total,Pete Docter,"$735,099,102",PG,1K,423,985K
Casino Royale (2006),8.0,Awards,27 wins & 44 nominations total,Martin Campbell,"$616,502,912",PG-13,2.5K,211,629K
Les diaboliques (1955),8.1,Awards,4 wins,Henri-Georges Clouzot,"$12,498",Not Rated,202,152,64K
American Beauty (1999),8.3,Won 5 Oscars,111 wins & 102 nominations total,Sam Mendes,"$356,296,601",R,2.9K,209,1.1M
Se7en (1995),8.6,Nominated for 1 Oscar,29 wins & 43 nominations total,David Fincher,"$327,333,559",R,1.7K,177,1.5M
Freaks (1932),7.9,Awards,2 wins & 1 nomination,Tod Browning,"$4,072",Not Rated,292,173,45K
Ladri di biciclette (1948),8.3,Won 1 Oscar,20 wins & 3 nominations total,Vittorio De Sica,"$436,655",Not Rated,335,138,157K
Dead Poets Society (1989),8.1,Won 1 Oscar,20 wins & 19 nominations total,Peter Weir,"$235,860,116",PG,717,114,455K
Chinjeolhan geumjassi (2005),7.6,Awards,12 wins & 13 nominations,Park Chan-Wook,"$23,834,149",R,173,226,76K
The Matrix (1999),8.7,Won 4 Oscars,42 wins & 51 nominations total,Lana Wachowski,"$466,364,845",R,4.6K,228,1.8M
The Shawshank Redemption (1994),9.3,Nominated for 7 Oscars,21 wins & 43 nominations total,Frank Darabont,"$28,817,291",R,9.6K,193,2.5M
Scarface (1983),8.3,Awards,8 nominations,Brian De Palma,"$65,884,703",R,1.1K,185,787K
The Pursuit of Happyness (2006),8.0,Nominated for 1 Oscar,12 wins & 26 nominations total,Gabriele Muccino,"$307,127,625",PG-13,877,193,479K
Brief Encounter (1945),8.0,Nominated for 3 Oscars,3 wins & 3 nominations total,David Lean,"$107,384",Not Rated,244,144,38K
Caché (2005),7.3,Awards,29 wins & 37 nominations,Michael Haneke,"$16,197,824",R,405,244,77K
Das Experiment (2001),7.7,Awards,14 wins & 14 nominations,Oliver Hirschbiegel,"$13,782,896",R,182,115,93K
Platoon (1986),8.1,Won 4 Oscars,24 wins & 15 nominations total,Oliver Stone,"$138,545,632",R,648,144,398K
Indiana Jones and the Last Crusade (1989),8.2,Won 1 Oscar,8 wins & 22 nominations total,Steven Spielberg,"$474,171,806",PG-13,638,180,723K
The Illusionist (2006),7.6,Nominated for 1 Oscar,11 wins & 12 nominations total,Neil Burger,"$87,892,388",PG-13,716,225,364K
Persona (1966),8.1,Awards,11 wins & 5 nominations total,Ingmar Bergman,"$90,556",Not Rated,258,151,112K
The Wizard of Oz (1939),8.0,Won 2 Oscars,13 wins & 16 nominations total,Victor Fleming,"$25,407,411",G,765,157,382K
Layer Cake (2004),7.3,Awards,2 wins & 9 nominations total,Matthew Vaughn,"$11,850,214",R,330,145,175K
The Others (2001),7.6,Awards,29 wins & 55 nominations total,Alejandro Amenábar,"$209,947,037",PG-13,1.2K,167,354K
Le samouraï (1967),8.1,Awards,1 win & 3 nominations,Jean-Pierre Melville,"Mar 2, 1997",GP,145,113,49K
Pulp Fiction (1994),8.9,Won 1 Oscar,70 wins & 75 nominations total,Quentin Tarantino,"$213,928,762",R,3.3K,302,1.9M
3 Idiots (2009),8.4,Awards,63 wins & 25 nominations,Rajkumar Hirani,"$60,262,836",PG-13,848,59,372K
After Hours (1985),7.7,Awards,3 wins & 10 nominations total,Martin Scorsese,"$10,609,321",R,256,115,66K
C'era una volta il West (1968),8.5,Awards,4 wins & 5 nominations,Sergio Leone,"$5,434,825",PG-13,784,160,317K
Saving Private Ryan (1998),8.6,Won 5 Oscars,79 wins & 75 nominations total,Steven Spielberg,"$482,349,603",R,2.7K,277,1.3M
The Invisible Man (1933),7.7,Awards,4 wins & 2 nominations,James Whale,"$27,105",Approved,231,123,33K
The Remains of the Day (1993),7.8,Nominated for 8 Oscars,17 wins & 41 nominations total,James Ivory,"$23,237,911",PG,221,70,71K
Ghost Dog: The Way of the Samurai (1999),7.5,Awards,1 win & 8 nominations,Jim Jarmusch,"$9,380,473",R,366,169,89K
Buffalo '66 (1998),7.5,Awards,6 wins & 11 nominations,Vincent Gallo,"$2,375,718",R,354,79,52K
Bacheha-Ye aseman (1997),8.3,Nominated for 1 Oscar,13 wins & 5 nominations total,Majid Majidi,"$933,933",PG,198,62,71K
The Killing (1956),8.0,Awards,1 nomination total,Stanley Kubrick,"$320,000 (estimated)",Approved,422,118,86K
The Deer Hunter (1978),8.1,Won 5 Oscars,24 wins & 27 nominations total,Michael Cimino,"$49,074,379",R,1.1K,143,327K
Alien (1979),8.4,Won 1 Oscar,18 wins & 22 nominations total,Ridley Scott,"$106,285,522",R,1.6K,316,832K
Forrest Gump (1994),8.8,Won 6 Oscars,50 wins & 75 nominations total,Robert Zemeckis,"$678,226,133",PG-13,2.7K,171,1.9M
2001: A Space Odyssey (1968),8.3,Won 1 Oscar,16 wins & 12 nominations total,Stanley Kubrick,"$65,802,496",G,2.3K,284,636K
Blood Simple (1984),7.6,Awards,6 wins & 8 nominations,Joel Coen,"$4,228,292",R,341,158,93K
"Nosferatu, eine Symphonie des Grauens (1922)",7.9,Awards,1 win & 2 nominations,F.W. Murnau,"$19,054",Not Rated,447,219,93K
The Apartment (1960),8.3,Won 5 Oscars,24 wins & 8 nominations total,Billy Wilder,"$18,778,454",Approved,378,248,174K
Conspiracy (TV Movie 2001),7.7,Won 2 Primetime Emmys,7 wins & 21 nominations total,Frank Pierson,Konspirationen,R,163,21,20K
The Royal Tenenbaums (2001),7.6,Nominated for 1 Oscar,11 wins & 46 nominations total,Wes Anderson,"$71,444,482",R,1K,232,280K
A Beautiful Mind (2001),8.2,Won 4 Oscars,37 wins & 69 nominations total,Ron Howard,"$316,791,257",PG-13,1.3K,159,889K
Cidade de Deus (2002),8.6,Nominated for 4 Oscars,74 wins & 50 nominations total,Fernando Meirelles,"$30,680,793",R,1K,219,727K
The Maltese Falcon (1941),8.0,Nominated for 3 Oscars,5 wins & 3 nominations total,John Huston,"$16,511",Passed,444,143,154K
Witness for the Prosecution (1957),8.4,Nominated for 6 Oscars,4 wins & 16 nominations total,Billy Wilder,"$7,693",Approved,304,108,118K
The Letter (1940),7.6,Nominated for 7 Oscars,1 win & 9 nominations total,William Wyler,"$16,455",Not Rated,139,64,13K
Kagemusha (1980),8.0,Nominated for 2 Oscars,20 wins & 5 nominations total,Akira Kurosawa,"$4,017,462",PG,117,86,34K
Airplane! (1980),7.7,Awards,3 wins & 7 nominations total,Jim Abrahams,"$83,453,539",PG,555,138,227K
The Seven Year Itch (1955),7.1,Awards,2 wins & 3 nominations total,Billy Wilder,"$7,652",Not Rated,156,103,37K
Inception (2010),8.8,Won 4 Oscars,157 wins & 220 nominations total,Christopher Nolan,"$836,836,967",PG-13,4.4K,485,2.2M
Pusher (1996),7.4,Awards,1 win,Nicolas Winding Refn,"$1,605",Not Rated,71,82,38K
The Gold Rush (1925),8.2,Nominated for 2 Oscars,3 wins & 3 nominations total,Charles Chaplin,"$26,916",Passed,213,128,107K
Rope (1948),8.0,Awards,2 wins & 4 nominations,Alfred Hitchcock,"$10,590",Approved,432,135,137K
Apocalypse Now (1979),8.4,Won 2 Oscars,21 wins & 33 nominations total,Francis Ford Coppola,"$92,158,064",R,1.3K,317,636K
[Rec] (2007),7.4,Awards,16 wins & 12 nominations,Jaume Balagueró,"$32,511,655",R,481,295,173K
Kill Bill: Vol. 2 (2004),8.0,Awards,23 wins & 84 nominations,Quentin Tarantino,"$154,118,820",R,1K,311,720K
